"probe","A","M","pvalue","padj"
"202558_s_at",7.1739007872,0.757760374200002,0.000475742529334563,0.00431186582478456
"206766_at",8.36431130065,-0.365955226099995,0.000480267896333236,0.00433977014758948
"201283_s_at",6.1933870035,0.410147802200001,0.000484422880105033,0.00436417009103633
"216321_s_at",9.00783342165,-0.613839218899995,0.000500507402967272,0.00449557547575394
"204821_at",7.54606656395,-0.748501874299998,0.000507234700974182,0.00454240030723148
"200891_s_at",10.810544436,0.46349337600001,0.000514265485735346,0.00459165612263702
"221730_at",8.681778684,1.48696332140001,0.000530722573320336,0.00472064669025629
"212151_at",9.85474445195,-1.20771924209999,0.000531859527102209,0.00472064669025629
"200770_s_at",9.0714120722,0.70742238280001,0.000540595888497805,0.004784034411485
"201771_at",10.1471883366,0.387532799600006,0.000549669576329141,0.00484354206487788
"204225_at",6.16730153,-0.711600524799996,0.000550549281374453,0.00484354206487788
"202187_s_at",10.40189821985,-0.572324300299993,0.000557327787140702,0.00488884023807634
"209594_x_at",8.5767416005,0.344470966800007,0.000561386188109603,0.00491008327792655
"200807_s_at",11.6631541105,0.775843557000005,0.000584331440084239,0.00509591372166487
"207746_at",7.1675935554,0.454797076400001,0.000588809321623864,0.00511992025832751
"218127_at",8.27979753215,-0.740596100099995,0.000590497469793773,0.00511992025832751
"201778_s_at",11.1687051225,-0.418776933,0.000595478884864358,0.00513530980617031
"203572_s_at",9.42847357525,0.522924516500005,0.000595695937515755,0.00513530980617031
"203177_x_at",7.09949007775,0.634327101900001,0.000599671654118007,0.00514454702764279
"218455_at",8.3430818661,0.387965658800002,0.000600197153224992,0.00514454702764279
"204714_s_at",5.97863463155,0.676504843700002,0.000602234383424967,0.00514730242243562
"212021_s_at",7.71046705185,0.557847447100006,0.000612868031122836,0.00522330708343326
"209702_at",9.20954527885,-0.670408206699994,0.00061922282006037,0.00524827194532259
"200996_at",9.8256137848,0.472433820200008,0.000620291659684533,0.00524827194532259
"203442_x_at",8.55527319755,-0.40337802929999,0.000622423654902375,0.00524827194532259
"213994_s_at",6.31876456755,-0.949193545099997,0.000622794937511614,0.00524827194532259
"209971_x_at",9.97602354135,0.549541920900003,0.000624546626628767,0.00524829098007368
"202150_s_at",9.3269516371,-1.24252181839999,0.000631875944188305,0.00529504981163384
"220340_at",8.0146768336,0.316678475000002,0.000633765745830513,0.00529608518591739
"201471_s_at",11.195324574,0.39566030400001,0.000637022827118746,0.00529608518591739
"201553_s_at",12.586047943,-0.468216151999997,0.000637295584038726,0.00529608518591739
"211323_s_at",7.1470958585,-0.610969047199999,0.000648992512190778,0.00537839098500645
"210316_at",5.2771543207,-0.311335582199997,0.000668628922392357,0.00552585886274675
"210138_at",5.0303494914,0.379160432600002,0.000682001791178816,0.00562089388334189
"212303_x_at",9.26722559315,0.383732483500006,0.000695963627306798,0.00572024899156273
"203735_x_at",8.70777324085,-0.794112234899993,0.000705744658365474,0.00578479228168421
"211495_x_at",8.67570871615,-0.751345689499995,0.000717268354637954,0.005863229056986
"200046_at",10.8965651265,0.493740447000008,0.000725719402211514,0.00590462823307008
"206227_at",8.8005853905,0.644036104800001,0.000727821536481936,0.00590462823307008
"218555_at",8.22719262435,-0.366647559299995,0.000728237482078643,0.00590462823307008
"204247_s_at",8.22835178245,0.610579846100005,0.000734242082474736,0.0059372675132728
"211077_s_at",4.6220983222,0.286459377400003,0.000740673671599623,0.0059731747709647
"205857_at",5.93417891105,-0.944623016499999,0.000743627652194717,0.0059809194546492
"206236_at",6.17735445595,-0.416765437699997,0.000748259181666802,0.00599633835451331
"222244_s_at",10.984349372,0.39579353200001,0.000749542294314164,0.00599633835451331
"203996_s_at",6.7945247249,-0.394766329999997,0.000753867998661862,0.00601490424464251
"209100_at",9.23342121355,0.336297876500003,0.000766297075069943,0.00609785470877938
"219530_at",7.4410557408,0.431883391000005,0.000779565253533146,0.00618702582169164
"209054_s_at",8.3261133474,0.490308902600006,0.000781985638735482,0.00618985993722017
"218296_x_at",7.5847990033,0.500778881000004,0.000786160210432804,0.00620652797710108
"205122_at",4.419063078,0.283580779800003,0.000792922223156048,0.00624348207209487
"212583_at",7.16185058515,-0.3476926633,0.000808770972583812,0.00635160449673151
"204060_s_at",7.3545260381,-0.557979582599996,0.000817462017731325,0.00640198341092348
"204346_s_at",8.71891777805,-0.413385386099991,0.000819606426957209,0.00640198341092348
"221610_s_at",8.22886231835,0.502856648100003,0.000821587871068513,0.00640198341092348
"201030_x_at",11.8987995045,0.559648689000003,0.000838010300197166,0.00651303342122149
"91816_f_at",8.0744368881,0.837461762600004,0.000848897201428614,0.00658059846068693
"207426_s_at",7.71070309465,0.321401117900003,0.000856521149273902,0.00662258620572605
"48030_i_at",11.1727933375,-0.239378624999992,0.000865411062448775,0.00666353989062089
"207622_s_at",6.7853863915,0.592599061000003,0.000866260185780716,0.00666353989062089
"220181_x_at",7.70089134535,0.335485124500005,0.000873305197876034,0.0067005513903532
"217478_s_at",11.168480942,-0.693596495999996,0.000888558884682906,0.00680019554604264
"201616_s_at",8.2288894796,-0.866104832799997,0.000891336544991517,0.00680409576329402
"204992_s_at",10.0662994583,0.995533791000005,0.000916193900050101,0.00697609568566067
"206506_s_at",7.4601106004,0.331685125400003,0.000989031127670173,0.00751162881774815
"208875_s_at",7.94208458795,0.662838327100003,0.000997411013868036,0.00755614404445481
"201512_s_at",8.24128621375,0.434303594700005,0.00100533626361661,0.00759699947317339
"201904_s_at",9.35330721785,-0.770713338299995,0.00102425118561354,0.00772048632372014
"214182_at",6.7699762606,0.482780387400005,0.00102816813085982,0.00773058745007381
"213085_s_at",8.56460953945,-0.761891127699995,0.00104635637272231,0.0078476727954173
"201313_at",8.69520536785,0.862695184100007,0.00105278619391642,0.00787620593952434
"202634_at",7.88642610705,0.625246143700007,0.001058358919148,0.00787884239381633
"215489_x_at",7.49468989505,0.680928624300003,0.00105907266015082,0.00787884239381633
"214484_s_at",7.28204891385,0.438304050100002,0.00106101744236727,0.00787884239381633
"211758_x_at",9.1784101052,0.448027297000001,0.00108199690563056,0.00801479189355971
"202533_s_at",6.1206082859,0.344880336000006,0.00109111553230274,0.00806243004164589
"215077_at",5.7112552515,0.239342399800003,0.00111034926499597,0.00818439261667788
"207178_s_at",4.94921635075,0.347970295700002,0.00111713385176341,0.00821421949826035
"205585_at",6.65691587995,0.543563458700002,0.0011481022904137,0.0084212881937435
"213835_x_at",7.892884838,0.278732773400007,0.0011617100596539,0.00848878340448769
"205278_at",5.02427118505,0.444577394700005,0.00116296332641481,0.00848878340448769
"216238_s_at",5.1749713774,0.610651504800005,0.0011662496068015,0.00849210878738955
"205248_at",5.9177905713,0.219371840200003,0.00117746357761753,0.00854506667487902
"202259_s_at",8.0570859964,-0.581330047199992,0.0011792192011333,0.00854506667487902
"218399_s_at",8.3804441712,0.6045392746,0.00120491284366045,0.00871021332766587
"204510_at",7.5863924121,0.671575039600004,0.0012108837756414,0.00873233492049089
"206254_at",5.83620709055,0.544614843100002,0.00122614694440726,0.00882120103890115
"203021_at",12.0590652258,-1.4782986244,0.00123275195821229,0.0088475020924327
"222303_at",9.50507747345,-0.972370347099996,0.0012500879829164,0.00895051061753982
"216237_s_at",8.4417577121,0.675114968000001,0.00127817172176002,0.0091297980125716
"221035_s_at",5.9706785823,-0.372777147799995,0.00128873237139823,0.00918336606697073
"219065_s_at",7.9692399632,0.481027807400002,0.00134311329720598,0.00954819879530317
"211609_x_at",10.4382096136,0.450765596800004,0.00137498167051789,0.00975164305331835
"212673_at",9.1854755269,0.333949546000007,0.00138335532678941,0.00977566729236823
"213698_at",9.20493016255,-0.516086740899992,0.00138488619975217,0.00977566729236823
"214319_at",6.3750859016,-0.682262256,0.00139534989578692,0.00982640771680931
"200640_at",11.4374257285,0.552722422999999,0.00140419771001137,0.00986555768157868
"216510_x_at",6.99320698065,1.4435505537,0.00142385301890324,0.00996386644628542
"213098_at",6.55587118785,0.255132688300002,0.00142483290181881,0.00996386644628542
"216269_s_at",7.25697170535,-0.350985608699997,0.00144169444010904,0.0100582155658978
"201795_at",9.3273943357,0.510758200600009,0.00144503030296731,0.0100582155658978
"210844_x_at",10.8960753355,-0.358421804999994,0.00146235749506993,0.0101351211117308
"201589_at",8.92724829445,0.533779867100005,0.00146283581379315,0.0101351211117308
"210519_s_at",9.3478955782,1.8914121106,0.00149311883531179,0.0103210979399432
"209785_s_at",7.4372588052,-0.922795031599994,0.00151281710487965,0.0104332214129631
"202231_at",9.7021213723,0.417901325400006,0.00152251572209904,0.0104760256107732
"205823_at",7.6793508893,-0.520040805799994,0.00153286575670461,0.0105231058812673
"218239_s_at",8.0267851982,0.625991952000001,0.00154435019635381,0.0105777410709165
"221685_s_at",7.2422098257,0.581291478400006,0.00156795870482797,0.0107149797596444
"219159_s_at",7.50957791585,0.423457716100003,0.00157279438185517,0.0107186215729457
"212147_at",7.9090289529,0.401486321399999,0.00157563737122302,0.0107186215729457
"209596_at",9.55646756565,0.875095408100004,0.00158149084767005,0.0107335813990506
"204449_at",5.12723414335,-0.270328366699997,0.00158499218659314,0.0107335813990506
"202382_s_at",8.6407806056,0.457936514000002,0.00160059169980065,0.0108148087824368
"217729_s_at",8.16319412745,-0.509903792099992,0.00161284898646732,0.0108731392346112
"214376_at",5.84648174415,-0.245566556699999,0.00162432840912811,0.0109259758461532
"213658_at",7.02483235575,-0.348194468099996,0.00166347760647459,0.0111642792380845
"205174_s_at",6.6955801449,1.2818912236,0.00168581717929639,0.0112889543256455
"212382_at",8.18132448305,-1.1721802857,0.00171138545929781,0.0114346467213662
"221679_s_at",5.53075773565,-0.539832260899998,0.00172522943168558,0.0115015295445705
"202792_s_at",7.1608961931,-0.3373022602,0.0017330547957511,0.0115280806812712
"209516_at",8.13337968705,0.276774046100006,0.00176017136181653,0.0116825532863929
"205436_s_at",9.5326251707,0.78330672580001,0.00178131790430521,0.0117968073132795
"202986_at",7.221464349,-0.714514213800001,0.00178691550278352,0.0118078116924021
"218242_s_at",9.1880295956,-0.423630457799996,0.00179285043082387,0.011820991851586
"204542_at",8.12974172475,-0.778337567299999,0.00179911308766189,0.0118362703135651
"216336_x_at",10.7877727678,-0.808929008399994,0.00181406440143517,0.0119085190466204
"219767_s_at",6.58956121375,-0.514646366699997,0.00183039357578863,0.0119894775706679
"206513_at",8.0959979318,0.862959449200002,0.00185341680166446,0.0121138353049964
"202289_s_at",8.5792165449,-1.05651068019999,0.00186295941055945,0.0121337081320109
"212163_at",9.7735985761,-0.623108514999997,0.00186454648295234,0.0121337081320109
"202900_s_at",7.6282587816,0.484468618800005,0.00188015357235975,0.0122087894309074
"201491_at",9.9736689852,0.481848507400006,0.00190289774588425,0.0123297910100491
"203061_s_at",8.2831655134,0.272972440200002,0.00191395045826413,0.0123746796870525
"203402_at",7.62613973625,-0.380038580899996,0.00194540327299099,0.0125509888580064
"209084_s_at",7.1146623855,-0.345246138799994,0.00195452189642173,0.0125827589898395
"209442_x_at",8.47066111535,-0.583685165499995,0.00196428223283916,0.0126006734133507
"200820_at",9.58397897365,0.344149362500001,0.00196570505248271,0.0126006734133507
"216843_x_at",8.73901241495,0.298809613300001,0.00199445068086927,0.0127576802614239
"31846_at",10.741839383,0.246797938000007,0.00200355771633418,0.0127739879521008
"202351_at",9.7515989689,0.607076686600006,0.00200551610847983,0.0127739879521008
"213164_at",10.03103411235,0.993859465300009,0.00203180089445082,0.0129139887359163
"213802_at",5.43955260535,-0.523700201099997,0.00204242245879002,0.0129278503571944
"202683_s_at",8.8236446489,0.341584753799996,0.00204636183725615,0.0129278503571944
"207650_x_at",7.3154751948,-0.356255577199994,0.00204690963988912,0.0129278503571944
"200630_x_at",11.3634414695,0.334655073000002,0.00205391071973091,0.012944815460489
"34478_at",6.95637753255,0.459734234700004,0.00207799286748828,0.0130691375313728
"204802_at",7.27238176745,-1.0017885329,0.00208468212469564,0.0130727970980284
"201009_s_at",12.1999107935,-0.723785990999994,0.00208728993665187,0.0130727970980284
"208184_s_at",6.86538894035,-0.251708592499993,0.00211657110598361,0.0132285694123975
"207391_s_at",9.48185358435,0.456349938500004,0.00214547168518768,0.0133813202818358
"204718_at",6.8600184864,-0.321217590999998,0.00216900209747122,0.0134721551394085
"203802_x_at",8.5672242426,0.360368717200007,0.00216901697744477,0.0134721551394085
"218099_at",9.2176138187,-0.432995643999995,0.00217572184732535,0.0134858792189588
"65585_at",8.34642464685,0.324019579300007,0.00221597433954197,0.0137070577703627
"202763_at",7.47018804015,0.381780425300003,0.00222797982538,0.0137529618850617
"201049_s_at",13.762597823,0.284197626000005,0.00225137861063691,0.0138564780802913
"209691_s_at",7.0004913373,-0.958425683399999,0.00225398710106072,0.0138564780802913
"202236_s_at",8.0393575951,0.483860417000002,0.00231367404241341,0.0141943192786099
"212016_s_at",7.89032131045,0.460867361900006,0.00237347587478083,0.014513914484581
"210648_x_at",11.791280297,-0.342573495999995,0.00237544400397643,0.014513914484581
"211297_s_at",7.5754233559,0.524773126400006,0.00240035871058007,0.014636333601098
"209046_s_at",11.0017282469,-0.530627878199997,0.00241853250742915,0.0146962844180685
"201583_s_at",8.8989137681,0.268429682200004,0.00242072923792904,0.0146962844180685
"207023_x_at",9.51658840945,0.456152184900006,0.0024248869289813,0.0146962844180685
"209108_at",8.8682053713,0.77711507920001,0.00245823307788266,0.014868345229129
"219716_at",8.7836679339,0.450571437800003,0.00246692633882465,0.0148909034536699
"206304_at",6.1233130712,0.323368374400006,0.00248210413649375,0.0149241649870153
"201068_s_at",10.22108340375,0.447229622500005,0.00248238610950687,0.0149241649870153
"208502_s_at",5.93423303005,0.552557176100001,0.00250319284266028,0.0150191570559617
"203254_s_at",8.39199482385,-0.592699290699997,0.00253171268181697,0.0151599561785447
"210707_x_at",8.11978830135,0.340771941300004,0.00255155618265386,0.015248343721039
"201027_s_at",7.6647812963,0.400592808000001,0.00257056244573085,0.0153313863562476
"200899_s_at",9.7545439213,-0.475915659799989,0.00257576720240135,0.0153319476333413
"204302_s_at",7.0791190873,-0.245452490799999,0.00259663461647783,0.015425552177096
"211015_s_at",7.06133264035,0.507644410100004,0.00261443038857936,0.0154939364217924
"220323_at",9.36186099535,0.276181607700005,0.00261847525528291,0.0154939364217924
"214248_s_at",7.08505139245,0.468682038100005,0.00264137035383976,0.0155971711464365
"221958_s_at",8.2214448824,-0.7794519372,0.00264632003784539,0.0155971711464365
"205580_s_at",7.87764087305,0.317897858499999,0.00266700539221635,0.0156882670130374
"213641_at",6.5780550997,0.251182820400003,0.00268025759865409,0.0157353675067755
"204752_x_at",9.23168084515,0.529126201900002,0.0027116925957279,0.0158738291659036
"204713_s_at",7.55536656145,0.427557458300005,0.00271442478736952,0.0158738291659036
"206161_s_at",5.1975791316,0.2403348024,0.00278030869595905,0.0162274826612396
"205137_x_at",7.94464379605,0.262437797700004,0.00279555855266643,0.0162848071029113
"203360_s_at",7.26602057215,0.504504629500001,0.00281437959362915,0.0163626720559834
"201502_s_at",12.0263506425,-0.722375398999997,0.00287807407287975,0.0167006232468844
"207857_at",5.59519359995,-0.400533026499999,0.0028917495258118,0.0167475841263232
"209592_s_at",7.57385197955,0.233392175700004,0.00294012808011665,0.0169903932331333
"221718_s_at",9.9832939887,-0.787158522599995,0.00294500149374311,0.0169903932331333
"212154_at",7.9865443503,-0.784619956599999,0.00298937729708851,0.0171925139393428
"220300_at",6.6766279764,-0.354884167799995,0.00299149742544565,0.0171925139393428
"215783_s_at",7.49311671635,-0.753658712899999,0.00300268346796475,0.0172238057435836
"201063_at",9.39619921865,0.529378844900005,0.00302998814584202,0.0173472603769581
"218107_at",10.14023669565,0.343005520100009,0.00305042371393408,0.0174309926510519
"212987_at",9.9580151036,-0.479705566199994,0.00306727205779784,0.0174939470977063
"213939_s_at",8.9451748156,-0.742176051799992,0.00308585002924637,0.0175665087053873
"209805_at",7.28848865005,0.352030671700004,0.00314441023748498,0.0178372266670636
"219160_s_at",6.2798673961,0.221825328800001,0.00314529763562554,0.0178372266670636
"211651_s_at",8.0128298503,-0.843743924799996,0.00319019689612039,0.0180577182799267
"219058_x_at",7.7667596041,-0.302169797199996,0.00320354806910197,0.0180991416333445
